session_id,date,street,area,hours_parked,rate_per_hour,payment_method,vehicle_type,revenue,month,day_of_week,is_weekend,avg_temperature_c,snowfall_cm,weather_condition,snow_impact
2246,2025-02-21,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Van,2.0,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2247,2025-02-21,Harbour Drive,Downtown,3.0,1.75,Mobile App,Truck,5.25,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2248,2025-02-21,Water Street,Downtown,3.0,1.75,Credit Card,Car,5.25,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2249,2025-02-21,Elizabeth Avenue,University Area,1.0,1.25,Debit Card,Car,1.25,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2250,2025-02-21,Harbour Drive,Downtown,3.0,1.75,Mobile App,Car,5.25,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2251,2025-02-21,Water Street,Downtown,2.5,1.75,Credit Card,SUV,4.38,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2252,2025-02-21,Prescott Street,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2253,2025-02-21,Churchill Square,Churchill Square,3.0,1.0,Coin,Van,3.0,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2254,2025-02-21,Harbour Drive,Downtown,2.5,1.75,Credit Card,SUV,4.38,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2255,2025-02-21,Water Street,Downtown,1.0,1.75,Mobile App,SUV,1.75,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2256,2025-02-21,Elizabeth Avenue,University Area,2.5,1.25,Mobile App,Van,3.12,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2257,2025-02-21,Duckworth Street,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2258,2025-02-21,Churchill Square,Churchill Square,1.0,1.0,Debit Card,Car,1.0,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2259,2025-02-21,Elizabeth Avenue,University Area,2.5,1.25,Mobile App,Car,3.12,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2260,2025-02-21,Prescott Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2261,2025-02-21,Churchill Square,Churchill Square,0.5,1.0,Mobile App,Car,0.5,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2262,2025-02-21,Elizabeth Avenue,University Area,3.0,1.25,Mobile App,Car,3.75,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2263,2025-02-21,Elizabeth Avenue,University Area,2.5,1.25,Credit Card,Car,3.12,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2264,2025-02-21,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Truck,2.0,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2265,2025-02-21,Duckworth Street,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2266,2025-02-21,Duckworth Street,Downtown,3.0,1.75,Credit Card,SUV,5.25,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2267,2025-02-21,Water Street,Downtown,3.0,1.75,Mobile App,Van,5.25,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2268,2025-02-21,Harbour Drive,Downtown,0.5,1.75,Mobile App,Car,0.88,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2269,2025-02-21,Water Street,Downtown,0.5,1.75,Credit Card,Car,0.88,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2270,2025-02-21,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Car,2.5,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2271,2025-02-21,Elizabeth Avenue,University Area,2.5,1.25,Credit Card,Car,3.12,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2272,2025-02-21,Water Street,Downtown,0.5,1.75,Credit Card,Car,0.88,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2273,2025-02-21,Harbour Drive,Downtown,2.0,1.75,Credit Card,Car,3.5,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2274,2025-02-21,Prescott Street,Downtown,2.5,1.75,Mobile App,Car,4.38,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2275,2025-02-21,Duckworth Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-02,Friday,0,2,0,Clear/Cloudy,No Snow
2276,2025-02-22,Churchill Square,Churchill Square,2.0,1.0,Credit Card,Truck,2.0,2025-02,Saturday,1,-5,3,Snow,Low Snow
2277,2025-02-22,Water Street,Downtown,2.5,1.75,Debit Card,Car,4.38,2025-02,Saturday,1,-5,3,Snow,Low Snow
2278,2025-02-22,Duckworth Street,Downtown,1.5,1.75,Mobile App,Truck,2.62,2025-02,Saturday,1,-5,3,Snow,Low Snow
2279,2025-02-22,Duckworth Street,Downtown,3.0,1.75,Debit Card,Car,5.25,2025-02,Saturday,1,-5,3,Snow,Low Snow
2280,2025-02-22,Water Street,Downtown,2.5,1.75,Mobile App,Truck,4.38,2025-02,Saturday,1,-5,3,Snow,Low Snow
2281,2025-02-22,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Car,2.0,2025-02,Saturday,1,-5,3,Snow,Low Snow
2282,2025-02-22,Prescott Street,Downtown,3.0,1.75,Mobile App,Car,5.25,2025-02,Saturday,1,-5,3,Snow,Low Snow
2283,2025-02-22,Prescott Street,Downtown,2.5,1.75,Mobile App,Car,4.38,2025-02,Saturday,1,-5,3,Snow,Low Snow
2284,2025-02-22,Water Street,Downtown,1.0,1.75,Credit Card,Car,1.75,2025-02,Saturday,1,-5,3,Snow,Low Snow
2285,2025-02-22,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,Car,1.88,2025-02,Saturday,1,-5,3,Snow,Low Snow
2286,2025-02-22,Elizabeth Avenue,University Area,1.5,1.25,Coin,Truck,1.88,2025-02,Saturday,1,-5,3,Snow,Low Snow
2287,2025-02-22,Harbour Drive,Downtown,1.0,1.75,Mobile App,Van,1.75,2025-02,Saturday,1,-5,3,Snow,Low Snow
2288,2025-02-22,Duckworth Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-02,Saturday,1,-5,3,Snow,Low Snow
2289,2025-02-22,Water Street,Downtown,2.5,1.75,Coin,SUV,4.38,2025-02,Saturday,1,-5,3,Snow,Low Snow
2290,2025-02-22,Harbour Drive,Downtown,1.0,1.75,Mobile App,SUV,1.75,2025-02,Saturday,1,-5,3,Snow,Low Snow
2291,2025-02-22,Water Street,Downtown,2.5,1.75,Credit Card,Car,4.38,2025-02,Saturday,1,-5,3,Snow,Low Snow
2292,2025-02-22,Harbour Drive,Downtown,1.5,1.75,Debit Card,Car,2.62,2025-02,Saturday,1,-5,3,Snow,Low Snow
2293,2025-02-22,Harbour Drive,Downtown,2.5,1.75,Mobile App,Car,4.38,2025-02,Saturday,1,-5,3,Snow,Low Snow
2294,2025-02-22,Water Street,Downtown,2.5,1.75,Credit Card,Car,4.38,2025-02,Saturday,1,-5,3,Snow,Low Snow
2295,2025-02-22,Harbour Drive,Downtown,2.5,1.75,Mobile App,Car,4.38,2025-02,Saturday,1,-5,3,Snow,Low Snow
2296,2025-02-22,Duckworth Street,Downtown,1.5,1.75,Mobile App,SUV,2.62,2025-02,Saturday,1,-5,3,Snow,Low Snow
2297,2025-02-22,Harbour Drive,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-02,Saturday,1,-5,3,Snow,Low Snow
2298,2025-02-22,Prescott Street,Downtown,2.0,1.75,Debit Card,SUV,3.5,2025-02,Saturday,1,-5,3,Snow,Low Snow
2299,2025-02-22,Elizabeth Avenue,University Area,0.5,1.25,Mobile App,SUV,0.62,2025-02,Saturday,1,-5,3,Snow,Low Snow
2300,2025-02-22,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,Car,1.88,2025-02,Saturday,1,-5,3,Snow,Low Snow
2301,2025-02-22,Prescott Street,Downtown,3.0,1.75,Debit Card,SUV,5.25,2025-02,Saturday,1,-5,3,Snow,Low Snow
2302,2025-02-22,Harbour Drive,Downtown,3.0,1.75,Mobile App,SUV,5.25,2025-02,Saturday,1,-5,3,Snow,Low Snow
2303,2025-02-22,Water Street,Downtown,1.5,1.75,Credit Card,Car,2.62,2025-02,Saturday,1,-5,3,Snow,Low Snow
2304,2025-02-23,Harbour Drive,Downtown,1.0,1.75,Mobile App,Van,1.75,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2305,2025-02-23,Harbour Drive,Downtown,2.5,1.75,Credit Card,Van,4.38,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2306,2025-02-23,Water Street,Downtown,1.0,1.75,Mobile App,SUV,1.75,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2307,2025-02-23,Duckworth Street,Downtown,1.0,1.75,Credit Card,Truck,1.75,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2308,2025-02-23,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Van,1.25,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2309,2025-02-23,Duckworth Street,Downtown,1.5,1.75,Coin,SUV,2.62,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2310,2025-02-23,Elizabeth Avenue,University Area,2.5,1.25,Mobile App,Car,3.12,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2311,2025-02-23,Duckworth Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2312,2025-02-23,Churchill Square,Churchill Square,1.0,1.0,Credit Card,Car,1.0,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2313,2025-02-23,Duckworth Street,Downtown,1.0,1.75,Mobile App,SUV,1.75,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2314,2025-02-23,Harbour Drive,Downtown,0.5,1.75,Mobile App,SUV,0.88,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2315,2025-02-23,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Truck,1.25,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2316,2025-02-23,Duckworth Street,Downtown,1.5,1.75,Mobile App,Truck,2.62,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2317,2025-02-23,Prescott Street,Downtown,3.0,1.75,Mobile App,Van,5.25,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2318,2025-02-23,Duckworth Street,Downtown,2.0,1.75,Credit Card,Truck,3.5,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2319,2025-02-23,Duckworth Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2320,2025-02-23,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Truck,2.0,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2321,2025-02-23,Churchill Square,Churchill Square,1.0,1.0,Coin,SUV,1.0,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2322,2025-02-23,Harbour Drive,Downtown,0.5,1.75,Mobile App,Car,0.88,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2323,2025-02-23,Prescott Street,Downtown,1.0,1.75,Debit Card,Truck,1.75,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2324,2025-02-23,Water Street,Downtown,2.0,1.75,Mobile App,SUV,3.5,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2325,2025-02-23,Churchill Square,Churchill Square,1.0,1.0,Coin,SUV,1.0,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2326,2025-02-23,Prescott Street,Downtown,2.0,1.75,Debit Card,Car,3.5,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2327,2025-02-23,Harbour Drive,Downtown,2.0,1.75,Debit Card,Van,3.5,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2328,2025-02-23,Prescott Street,Downtown,3.0,1.75,Credit Card,SUV,5.25,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2329,2025-02-23,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Car,2.0,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2330,2025-02-23,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,SUV,2.5,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2331,2025-02-23,Prescott Street,Downtown,2.0,1.75,Credit Card,SUV,3.5,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2332,2025-02-23,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,Car,1.88,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2333,2025-02-23,Duckworth Street,Downtown,0.5,1.75,Mobile App,Car,0.88,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2334,2025-02-23,Prescott Street,Downtown,2.0,1.75,Coin,Car,3.5,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2335,2025-02-23,Elizabeth Avenue,University Area,1.0,1.25,Coin,SUV,1.25,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2336,2025-02-23,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Car,1.25,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2337,2025-02-23,Prescott Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2338,2025-02-23,Churchill Square,Churchill Square,2.0,1.0,Debit Card,SUV,2.0,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2339,2025-02-23,Prescott Street,Downtown,2.5,1.75,Coin,Car,4.38,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2340,2025-02-23,Duckworth Street,Downtown,2.5,1.75,Mobile App,Car,4.38,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2341,2025-02-23,Prescott Street,Downtown,2.0,1.75,Mobile App,Truck,3.5,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2342,2025-02-23,Elizabeth Avenue,University Area,0.5,1.25,Debit Card,SUV,0.62,2025-02,Sunday,1,-2,0,Clear/Cloudy,No Snow
2343,2025-02-24,Harbour Drive,Downtown,1.0,1.75,Debit Card,Car,1.75,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2344,2025-02-24,Harbour Drive,Downtown,2.0,1.75,Mobile App,Truck,3.5,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2345,2025-02-24,Churchill Square,Churchill Square,2.0,1.0,Credit Card,SUV,2.0,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2346,2025-02-24,Churchill Square,Churchill Square,1.0,1.0,Credit Card,SUV,1.0,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2347,2025-02-24,Water Street,Downtown,1.5,1.75,Debit Card,SUV,2.62,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2348,2025-02-24,Harbour Drive,Downtown,1.0,1.75,Mobile App,SUV,1.75,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2349,2025-02-24,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,Car,1.88,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2350,2025-02-24,Duckworth Street,Downtown,0.5,1.75,Debit Card,Truck,0.88,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2351,2025-02-24,Water Street,Downtown,1.5,1.75,Credit Card,Car,2.62,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2352,2025-02-24,Duckworth Street,Downtown,2.0,1.75,Debit Card,SUV,3.5,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2353,2025-02-24,Harbour Drive,Downtown,3.0,1.75,Debit Card,SUV,5.25,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2354,2025-02-24,Churchill Square,Churchill Square,2.0,1.0,Credit Card,SUV,2.0,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2355,2025-02-24,Water Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2356,2025-02-24,Prescott Street,Downtown,1.0,1.75,Debit Card,Car,1.75,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2357,2025-02-24,Churchill Square,Churchill Square,1.5,1.0,Credit Card,Truck,1.5,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2358,2025-02-24,Duckworth Street,Downtown,1.0,1.75,Credit Card,Car,1.75,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2359,2025-02-24,Prescott Street,Downtown,3.0,1.75,Credit Card,Car,5.25,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2360,2025-02-24,Elizabeth Avenue,University Area,2.5,1.25,Debit Card,Car,3.12,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2361,2025-02-24,Duckworth Street,Downtown,3.0,1.75,Mobile App,SUV,5.25,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2362,2025-02-24,Duckworth Street,Downtown,0.5,1.75,Mobile App,SUV,0.88,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2363,2025-02-24,Churchill Square,Churchill Square,1.5,1.0,Credit Card,Car,1.5,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2364,2025-02-24,Water Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2365,2025-02-24,Prescott Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2366,2025-02-24,Prescott Street,Downtown,1.5,1.75,Coin,Car,2.62,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2367,2025-02-24,Duckworth Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2368,2025-02-24,Water Street,Downtown,2.5,1.75,Mobile App,Car,4.38,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2369,2025-02-24,Duckworth Street,Downtown,2.0,1.75,Debit Card,Car,3.5,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2370,2025-02-24,Duckworth Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2371,2025-02-24,Prescott Street,Downtown,1.0,1.75,Mobile App,Van,1.75,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2372,2025-02-24,Duckworth Street,Downtown,3.0,1.75,Debit Card,SUV,5.25,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2373,2025-02-24,Water Street,Downtown,1.0,1.75,Credit Card,Car,1.75,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2374,2025-02-24,Harbour Drive,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2375,2025-02-24,Prescott Street,Downtown,3.0,1.75,Mobile App,Car,5.25,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2376,2025-02-24,Water Street,Downtown,1.5,1.75,Mobile App,Car,2.62,2025-02,Monday,0,-2,0,Clear/Cloudy,No Snow
2377,2025-02-25,Harbour Drive,Downtown,2.5,1.75,Credit Card,Car,4.38,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2378,2025-02-25,Prescott Street,Downtown,2.5,1.75,Debit Card,SUV,4.38,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2379,2025-02-25,Churchill Square,Churchill Square,2.0,1.0,Mobile App,SUV,2.0,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2380,2025-02-25,Duckworth Street,Downtown,2.5,1.75,Mobile App,Car,4.38,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2381,2025-02-25,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Truck,2.5,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2382,2025-02-25,Churchill Square,Churchill Square,1.0,1.0,Credit Card,Car,1.0,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2383,2025-02-25,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Truck,1.25,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2384,2025-02-25,Prescott Street,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2385,2025-02-25,Churchill Square,Churchill Square,1.5,1.0,Mobile App,SUV,1.5,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2386,2025-02-25,Churchill Square,Churchill Square,0.5,1.0,Mobile App,Car,0.5,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2387,2025-02-25,Churchill Square,Churchill Square,1.5,1.0,Debit Card,Car,1.5,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2388,2025-02-25,Harbour Drive,Downtown,1.0,1.75,Debit Card,Car,1.75,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2389,2025-02-25,Churchill Square,Churchill Square,1.0,1.0,Mobile App,Car,1.0,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2390,2025-02-25,Water Street,Downtown,0.5,1.75,Credit Card,Truck,0.88,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2391,2025-02-25,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Van,2.5,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2392,2025-02-25,Duckworth Street,Downtown,2.0,1.75,Coin,SUV,3.5,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2393,2025-02-25,Elizabeth Avenue,University Area,0.5,1.25,Mobile App,SUV,0.62,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2394,2025-02-25,Water Street,Downtown,2.0,1.75,Coin,Car,3.5,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2395,2025-02-25,Water Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2396,2025-02-25,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Van,1.25,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2397,2025-02-25,Duckworth Street,Downtown,0.5,1.75,Mobile App,Car,0.88,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2398,2025-02-25,Duckworth Street,Downtown,2.0,1.75,Mobile App,Truck,3.5,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2399,2025-02-25,Duckworth Street,Downtown,2.0,1.75,Credit Card,SUV,3.5,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2400,2025-02-25,Duckworth Street,Downtown,2.0,1.75,Mobile App,SUV,3.5,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2401,2025-02-25,Churchill Square,Churchill Square,1.0,1.0,Mobile App,Van,1.0,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2402,2025-02-25,Prescott Street,Downtown,1.0,1.75,Credit Card,Car,1.75,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2403,2025-02-25,Duckworth Street,Downtown,0.5,1.75,Coin,Truck,0.88,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2404,2025-02-25,Elizabeth Avenue,University Area,2.5,1.25,Mobile App,SUV,3.12,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2405,2025-02-25,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Car,2.5,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2406,2025-02-25,Prescott Street,Downtown,1.5,1.75,Mobile App,SUV,2.62,2025-02,Tuesday,0,1,0,Clear/Cloudy,No Snow
2407,2025-02-26,Harbour Drive,Downtown,1.5,1.75,Debit Card,Car,2.62,2025-02,Wednesday,0,-6,6,Snow,High Snow
2408,2025-02-26,Duckworth Street,Downtown,2.0,1.75,Debit Card,Truck,3.5,2025-02,Wednesday,0,-6,6,Snow,High Snow
2409,2025-02-26,Prescott Street,Downtown,3.0,1.75,Mobile App,Car,5.25,2025-02,Wednesday,0,-6,6,Snow,High Snow
2410,2025-02-26,Harbour Drive,Downtown,2.0,1.75,Mobile App,Truck,3.5,2025-02,Wednesday,0,-6,6,Snow,High Snow
2411,2025-02-26,Prescott Street,Downtown,0.5,1.75,Credit Card,Car,0.88,2025-02,Wednesday,0,-6,6,Snow,High Snow
2412,2025-02-26,Prescott Street,Downtown,1.0,1.75,Debit Card,SUV,1.75,2025-02,Wednesday,0,-6,6,Snow,High Snow
2413,2025-02-26,Prescott Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-02,Wednesday,0,-6,6,Snow,High Snow
2414,2025-02-26,Churchill Square,Churchill Square,2.5,1.0,Mobile App,Car,2.5,2025-02,Wednesday,0,-6,6,Snow,High Snow
2415,2025-02-26,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,Van,1.88,2025-02,Wednesday,0,-6,6,Snow,High Snow
2416,2025-02-26,Prescott Street,Downtown,1.0,1.75,Mobile App,Car,1.75,2025-02,Wednesday,0,-6,6,Snow,High Snow
2417,2025-02-26,Duckworth Street,Downtown,2.5,1.75,Mobile App,Car,4.38,2025-02,Wednesday,0,-6,6,Snow,High Snow
2418,2025-02-26,Water Street,Downtown,1.0,1.75,Debit Card,Car,1.75,2025-02,Wednesday,0,-6,6,Snow,High Snow
2419,2025-02-26,Elizabeth Avenue,University Area,1.0,1.25,Credit Card,SUV,1.25,2025-02,Wednesday,0,-6,6,Snow,High Snow
2420,2025-02-26,Water Street,Downtown,2.0,1.75,Mobile App,Car,3.5,2025-02,Wednesday,0,-6,6,Snow,High Snow
2421,2025-02-26,Churchill Square,Churchill Square,0.5,1.0,Mobile App,Car,0.5,2025-02,Wednesday,0,-6,6,Snow,High Snow
2422,2025-02-26,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,Car,1.88,2025-02,Wednesday,0,-6,6,Snow,High Snow
2423,2025-02-26,Harbour Drive,Downtown,2.0,1.75,Mobile App,SUV,3.5,2025-02,Wednesday,0,-6,6,Snow,High Snow
2424,2025-02-26,Water Street,Downtown,1.5,1.75,Debit Card,Van,2.62,2025-02,Wednesday,0,-6,6,Snow,High Snow
2425,2025-02-26,Prescott Street,Downtown,1.5,1.75,Debit Card,Truck,2.62,2025-02,Wednesday,0,-6,6,Snow,High Snow
2426,2025-02-26,Duckworth Street,Downtown,1.5,1.75,Coin,Car,2.62,2025-02,Wednesday,0,-6,6,Snow,High Snow
2427,2025-02-26,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,Car,1.88,2025-02,Wednesday,0,-6,6,Snow,High Snow
2428,2025-02-26,Prescott Street,Downtown,1.0,1.75,Credit Card,Car,1.75,2025-02,Wednesday,0,-6,6,Snow,High Snow
2429,2025-02-26,Water Street,Downtown,1.0,1.75,Mobile App,Van,1.75,2025-02,Wednesday,0,-6,6,Snow,High Snow
2430,2025-02-26,Harbour Drive,Downtown,2.5,1.75,Mobile App,Car,4.38,2025-02,Wednesday,0,-6,6,Snow,High Snow
2431,2025-02-26,Water Street,Downtown,1.5,1.75,Credit Card,Car,2.62,2025-02,Wednesday,0,-6,6,Snow,High Snow
2432,2025-02-26,Prescott Street,Downtown,0.5,1.75,Debit Card,Car,0.88,2025-02,Wednesday,0,-6,6,Snow,High Snow
