session_id,date,street,area,hours_parked,rate_per_hour,payment_method,vehicle_type,revenue
1633,2025-01-27,Duckworth Street,Downtown,2.5,1.75,Credit Card,Car,4.38
1634,2025-01-27,Harbour Drive,Downtown,2.5,1.75,Credit Card,Truck,4.38
1635,2025-01-27,Prescott Street,Downtown,2.0,1.75,Debit Card,SUV,3.5
1636,2025-01-27,Harbour Drive,Downtown,1.5,1.75,Mobile App,Car,2.62
1637,2025-01-27,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,Car,1.88
1638,2025-01-27,Duckworth Street,Downtown,2.5,1.75,Debit Card,Car,4.38
1639,2025-01-27,Water Street,Downtown,2.0,1.75,Credit Card,Truck,3.5
1640,2025-01-27,Elizabeth Avenue,University Area,2.5,1.25,Mobile App,Car,3.12
1641,2025-01-27,Water Street,Downtown,1.0,1.75,Debit Card,Car,1.75
1642,2025-01-27,Duckworth Street,Downtown,1.5,1.75,Credit Card,SUV,2.62
1643,2025-01-27,Water Street,Downtown,1.5,1.75,Mobile App,SUV,2.62
1644,2025-01-27,Duckworth Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1645,2025-01-27,Duckworth Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1646,2025-01-27,Water Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1647,2025-01-27,Prescott Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1648,2025-01-27,Harbour Drive,Downtown,1.5,1.75,Mobile App,SUV,2.62
1649,2025-01-27,Churchill Square,Churchill Square,1.5,1.0,Debit Card,SUV,1.5
1650,2025-01-27,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,Car,1.88
1651,2025-01-27,Churchill Square,Churchill Square,1.0,1.0,Coin,SUV,1.0
1652,2025-01-27,Churchill Square,Churchill Square,1.5,1.0,Mobile App,Car,1.5
1653,2025-01-27,Harbour Drive,Downtown,1.0,1.75,Mobile App,SUV,1.75
1654,2025-01-28,Elizabeth Avenue,University Area,1.0,1.25,Debit Card,Car,1.25
1655,2025-01-28,Prescott Street,Downtown,1.0,1.75,Debit Card,SUV,1.75
1656,2025-01-28,Prescott Street,Downtown,1.5,1.75,Mobile App,SUV,2.62
1657,2025-01-28,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,Car,1.88
1658,2025-01-28,Prescott Street,Downtown,3.0,1.75,Credit Card,SUV,5.25
1659,2025-01-28,Churchill Square,Churchill Square,2.0,1.0,Debit Card,Car,2.0
1660,2025-01-28,Duckworth Street,Downtown,2.5,1.75,Credit Card,Car,4.38
1661,2025-01-28,Churchill Square,Churchill Square,1.0,1.0,Mobile App,Van,1.0
1662,2025-01-28,Prescott Street,Downtown,1.0,1.75,Credit Card,Car,1.75
1663,2025-01-28,Harbour Drive,Downtown,1.0,1.75,Debit Card,Car,1.75
1664,2025-01-28,Churchill Square,Churchill Square,3.0,1.0,Debit Card,SUV,3.0
1665,2025-01-28,Water Street,Downtown,2.0,1.75,Credit Card,SUV,3.5
1666,2025-01-28,Prescott Street,Downtown,2.5,1.75,Credit Card,Truck,4.38
1667,2025-01-28,Harbour Drive,Downtown,2.5,1.75,Credit Card,SUV,4.38
1668,2025-01-28,Prescott Street,Downtown,0.5,1.75,Debit Card,SUV,0.88
1669,2025-01-28,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Truck,2.0
1670,2025-01-28,Prescott Street,Downtown,3.0,1.75,Coin,Car,5.25
1671,2025-01-28,Prescott Street,Downtown,1.5,1.75,Debit Card,SUV,2.62
1672,2025-01-28,Duckworth Street,Downtown,1.5,1.75,Credit Card,SUV,2.62
1673,2025-01-28,Harbour Drive,Downtown,1.5,1.75,Credit Card,SUV,2.62
1674,2025-01-28,Harbour Drive,Downtown,2.5,1.75,Credit Card,Car,4.38
1675,2025-01-28,Prescott Street,Downtown,2.0,1.75,Credit Card,Van,3.5
1676,2025-01-28,Prescott Street,Downtown,0.5,1.75,Credit Card,Car,0.88
1677,2025-01-28,Harbour Drive,Downtown,1.0,1.75,Mobile App,Car,1.75
1678,2025-01-28,Elizabeth Avenue,University Area,1.0,1.25,Debit Card,SUV,1.25
1679,2025-01-28,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,SUV,2.5
1680,2025-01-29,Elizabeth Avenue,University Area,2.0,1.25,Debit Card,Car,2.5
1681,2025-01-29,Harbour Drive,Downtown,1.0,1.75,Coin,Car,1.75
1682,2025-01-29,Harbour Drive,Downtown,1.0,1.75,Coin,Car,1.75
1683,2025-01-29,Elizabeth Avenue,University Area,0.5,1.25,Debit Card,Truck,0.62
1684,2025-01-29,Water Street,Downtown,0.5,1.75,Mobile App,Van,0.88
1685,2025-01-29,Prescott Street,Downtown,2.0,1.75,Debit Card,Truck,3.5
1686,2025-01-29,Duckworth Street,Downtown,0.5,1.75,Mobile App,SUV,0.88
1687,2025-01-29,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,Car,1.88
1688,2025-01-29,Harbour Drive,Downtown,1.5,1.75,Credit Card,SUV,2.62
1689,2025-01-29,Duckworth Street,Downtown,0.5,1.75,Mobile App,Truck,0.88
1690,2025-01-29,Duckworth Street,Downtown,0.5,1.75,Credit Card,SUV,0.88
1691,2025-01-29,Elizabeth Avenue,University Area,0.5,1.25,Mobile App,Car,0.62
1692,2025-01-29,Prescott Street,Downtown,2.5,1.75,Mobile App,Car,4.38
1693,2025-01-29,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,SUV,1.25
1694,2025-01-29,Water Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1695,2025-01-29,Harbour Drive,Downtown,1.0,1.75,Credit Card,Car,1.75
1696,2025-01-29,Water Street,Downtown,2.0,1.75,Debit Card,Car,3.5
1697,2025-01-29,Prescott Street,Downtown,2.0,1.75,Mobile App,SUV,3.5
1698,2025-01-30,Prescott Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1699,2025-01-30,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,SUV,1.88
1700,2025-01-30,Duckworth Street,Downtown,1.5,1.75,Mobile App,Truck,2.62
1701,2025-01-30,Duckworth Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1702,2025-01-30,Water Street,Downtown,0.5,1.75,Credit Card,Car,0.88
1703,2025-01-30,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Truck,2.5
1704,2025-01-30,Water Street,Downtown,1.0,1.75,Coin,Car,1.75
1705,2025-01-30,Prescott Street,Downtown,0.5,1.75,Mobile App,Car,0.88
1706,2025-01-30,Harbour Drive,Downtown,2.5,1.75,Credit Card,Truck,4.38
1707,2025-01-30,Harbour Drive,Downtown,1.5,1.75,Debit Card,Car,2.62
1708,2025-01-30,Prescott Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1709,2025-01-30,Churchill Square,Churchill Square,1.5,1.0,Credit Card,SUV,1.5
1710,2025-01-30,Duckworth Street,Downtown,1.0,1.75,Mobile App,Truck,1.75
1711,2025-01-30,Churchill Square,Churchill Square,3.0,1.0,Debit Card,Van,3.0
1712,2025-01-30,Water Street,Downtown,1.0,1.75,Mobile App,SUV,1.75
1713,2025-01-30,Prescott Street,Downtown,3.0,1.75,Mobile App,Car,5.25
1714,2025-01-30,Prescott Street,Downtown,2.5,1.75,Credit Card,Car,4.38
1715,2025-01-30,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Truck,2.5
1716,2025-01-30,Churchill Square,Churchill Square,1.5,1.0,Debit Card,Truck,1.5
1717,2025-01-30,Water Street,Downtown,2.0,1.75,Credit Card,Truck,3.5
1718,2025-01-30,Water Street,Downtown,2.0,1.75,Debit Card,Car,3.5
1719,2025-01-30,Water Street,Downtown,1.0,1.75,Credit Card,SUV,1.75
1720,2025-01-30,Prescott Street,Downtown,3.0,1.75,Mobile App,SUV,5.25
1721,2025-01-30,Elizabeth Avenue,University Area,1.0,1.25,Debit Card,Car,1.25
1722,2025-01-30,Harbour Drive,Downtown,2.0,1.75,Debit Card,SUV,3.5
1723,2025-01-30,Churchill Square,Churchill Square,1.0,1.0,Debit Card,Car,1.0
1724,2025-01-30,Churchill Square,Churchill Square,2.5,1.0,Debit Card,SUV,2.5
1725,2025-01-30,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,Car,1.88
1726,2025-01-31,Elizabeth Avenue,University Area,1.0,1.25,Credit Card,Truck,1.25
1727,2025-01-31,Duckworth Street,Downtown,1.5,1.75,Credit Card,Car,2.62
1728,2025-01-31,Prescott Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1729,2025-01-31,Prescott Street,Downtown,1.0,1.75,Mobile App,SUV,1.75
1730,2025-01-31,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,Car,1.25
1731,2025-01-31,Churchill Square,Churchill Square,1.0,1.0,Debit Card,Car,1.0
1732,2025-01-31,Water Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1733,2025-01-31,Prescott Street,Downtown,1.5,1.75,Debit Card,SUV,2.62
1734,2025-01-31,Harbour Drive,Downtown,2.5,1.75,Credit Card,Car,4.38
1735,2025-01-31,Churchill Square,Churchill Square,1.5,1.0,Mobile App,Car,1.5
1736,2025-01-31,Water Street,Downtown,3.0,1.75,Credit Card,Car,5.25
1737,2025-01-31,Prescott Street,Downtown,1.5,1.75,Mobile App,Van,2.62
1738,2025-01-31,Water Street,Downtown,1.0,1.75,Credit Card,SUV,1.75
1739,2025-01-31,Harbour Drive,Downtown,3.0,1.75,Mobile App,Car,5.25
1740,2025-01-31,Harbour Drive,Downtown,2.0,1.75,Credit Card,Truck,3.5
1741,2025-01-31,Water Street,Downtown,2.0,1.75,Credit Card,Car,3.5
1742,2025-01-31,Churchill Square,Churchill Square,1.5,1.0,Debit Card,Car,1.5
1743,2025-01-31,Harbour Drive,Downtown,1.0,1.75,Mobile App,Truck,1.75
1744,2025-01-31,Elizabeth Avenue,University Area,1.5,1.25,Debit Card,SUV,1.88
1745,2025-01-31,Duckworth Street,Downtown,2.0,1.75,Coin,Car,3.5
1746,2025-01-31,Water Street,Downtown,1.5,1.75,Mobile App,Van,2.62
1747,2025-01-31,Harbour Drive,Downtown,2.0,1.75,Mobile App,Van,3.5
1748,2025-01-31,Elizabeth Avenue,University Area,0.5,1.25,Mobile App,Truck,0.62
1749,2025-01-31,Duckworth Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1750,2025-01-31,Harbour Drive,Downtown,1.0,1.75,Mobile App,Car,1.75
1751,2025-01-31,Harbour Drive,Downtown,2.0,1.75,Mobile App,Van,3.5
1752,2025-01-31,Duckworth Street,Downtown,2.5,1.75,Mobile App,Van,4.38
1753,2025-01-31,Prescott Street,Downtown,3.0,1.75,Coin,SUV,5.25
1754,2025-01-31,Duckworth Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1755,2025-02-01,Elizabeth Avenue,University Area,2.0,1.25,Coin,Car,2.5
1756,2025-02-01,Harbour Drive,Downtown,2.0,1.75,Mobile App,SUV,3.5
1757,2025-02-01,Harbour Drive,Downtown,1.5,1.75,Coin,SUV,2.62
1758,2025-02-01,Churchill Square,Churchill Square,2.5,1.0,Debit Card,Car,2.5
1759,2025-02-01,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,Car,2.5
1760,2025-02-01,Duckworth Street,Downtown,2.0,1.75,Credit Card,Car,3.5
1761,2025-02-01,Duckworth Street,Downtown,2.0,1.75,Mobile App,SUV,3.5
1762,2025-02-01,Harbour Drive,Downtown,0.5,1.75,Debit Card,Car,0.88
1763,2025-02-01,Harbour Drive,Downtown,1.0,1.75,Mobile App,Car,1.75
1764,2025-02-01,Prescott Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1765,2025-02-01,Harbour Drive,Downtown,3.0,1.75,Credit Card,Car,5.25
1766,2025-02-01,Water Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1767,2025-02-01,Harbour Drive,Downtown,3.0,1.75,Credit Card,Car,5.25
1768,2025-02-01,Duckworth Street,Downtown,3.0,1.75,Mobile App,SUV,5.25
1769,2025-02-01,Duckworth Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1770,2025-02-01,Churchill Square,Churchill Square,3.0,1.0,Mobile App,Truck,3.0
1771,2025-02-01,Water Street,Downtown,0.5,1.75,Mobile App,Car,0.88
1772,2025-02-01,Duckworth Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1773,2025-02-01,Harbour Drive,Downtown,1.5,1.75,Mobile App,Car,2.62
1774,2025-02-01,Harbour Drive,Downtown,1.0,1.75,Mobile App,Truck,1.75
1775,2025-02-01,Duckworth Street,Downtown,2.5,1.75,Mobile App,SUV,4.38
1776,2025-02-01,Duckworth Street,Downtown,2.5,1.75,Credit Card,Car,4.38
1777,2025-02-01,Water Street,Downtown,1.0,1.75,Credit Card,Car,1.75
1778,2025-02-01,Elizabeth Avenue,University Area,0.5,1.25,Mobile App,Van,0.62
1779,2025-02-01,Churchill Square,Churchill Square,1.5,1.0,Mobile App,Truck,1.5
1780,2025-02-01,Churchill Square,Churchill Square,2.0,1.0,Debit Card,Car,2.0
1781,2025-02-01,Prescott Street,Downtown,1.0,1.75,Debit Card,SUV,1.75
1782,2025-02-01,Prescott Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1783,2025-02-01,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,Car,1.88
1784,2025-02-01,Elizabeth Avenue,University Area,0.5,1.25,Coin,Car,0.62
1785,2025-02-01,Elizabeth Avenue,University Area,0.5,1.25,Mobile App,Truck,0.62
1786,2025-02-02,Prescott Street,Downtown,3.0,1.75,Mobile App,SUV,5.25
1787,2025-02-02,Water Street,Downtown,2.5,1.75,Mobile App,Car,4.38
1788,2025-02-02,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Car,2.5
1789,2025-02-02,Water Street,Downtown,1.5,1.75,Debit Card,Truck,2.62
1790,2025-02-02,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,SUV,1.88
1791,2025-02-02,Harbour Drive,Downtown,1.5,1.75,Debit Card,Car,2.62
1792,2025-02-02,Duckworth Street,Downtown,2.0,1.75,Credit Card,Van,3.5
1793,2025-02-02,Duckworth Street,Downtown,1.5,1.75,Mobile App,Van,2.62
1794,2025-02-02,Water Street,Downtown,1.0,1.75,Credit Card,SUV,1.75
1795,2025-02-02,Water Street,Downtown,1.0,1.75,Coin,Car,1.75
1796,2025-02-02,Duckworth Street,Downtown,2.0,1.75,Credit Card,Car,3.5
1797,2025-02-02,Water Street,Downtown,1.0,1.75,Mobile App,Truck,1.75
1798,2025-02-02,Water Street,Downtown,1.0,1.75,Debit Card,Car,1.75
1799,2025-02-02,Churchill Square,Churchill Square,1.0,1.0,Credit Card,Car,1.0
1800,2025-02-02,Water Street,Downtown,2.0,1.75,Credit Card,SUV,3.5
1801,2025-02-02,Water Street,Downtown,1.0,1.75,Credit Card,Car,1.75
1802,2025-02-02,Prescott Street,Downtown,1.5,1.75,Mobile App,Truck,2.62
1803,2025-02-02,Elizabeth Avenue,University Area,2.0,1.25,Coin,Car,2.5
1804,2025-02-02,Prescott Street,Downtown,1.5,1.75,Credit Card,SUV,2.62
1805,2025-02-02,Water Street,Downtown,3.0,1.75,Mobile App,Car,5.25
1806,2025-02-02,Harbour Drive,Downtown,1.5,1.75,Mobile App,Van,2.62
1807,2025-02-02,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,Car,1.88
1808,2025-02-02,Duckworth Street,Downtown,2.0,1.75,Credit Card,SUV,3.5
1809,2025-02-02,Duckworth Street,Downtown,2.5,1.75,Credit Card,SUV,4.38
1810,2025-02-02,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,Truck,2.5
1811,2025-02-02,Harbour Drive,Downtown,2.0,1.75,Mobile App,Car,3.5
1812,2025-02-02,Water Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1813,2025-02-02,Harbour Drive,Downtown,1.5,1.75,Coin,Car,2.62
1814,2025-02-02,Prescott Street,Downtown,1.5,1.75,Mobile App,SUV,2.62
1815,2025-02-02,Elizabeth Avenue,University Area,0.5,1.25,Mobile App,SUV,0.62
1816,2025-02-02,Harbour Drive,Downtown,0.5,1.75,Mobile App,Van,0.88
1817,2025-02-03,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,SUV,2.5
1818,2025-02-03,Elizabeth Avenue,University Area,2.0,1.25,Coin,Car,2.5
1819,2025-02-03,Duckworth Street,Downtown,2.5,1.75,Mobile App,Car,4.38
1820,2025-02-03,Duckworth Street,Downtown,1.0,1.75,Coin,Car,1.75
1821,2025-02-03,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,SUV,1.88
1822,2025-02-03,Water Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1823,2025-02-03,Duckworth Street,Downtown,1.5,1.75,Debit Card,SUV,2.62
1824,2025-02-03,Duckworth Street,Downtown,2.0,1.75,Mobile App,SUV,3.5
1825,2025-02-03,Harbour Drive,Downtown,0.5,1.75,Coin,Car,0.88
1826,2025-02-03,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,Car,2.5
1827,2025-02-03,Duckworth Street,Downtown,1.0,1.75,Mobile App,Van,1.75
1828,2025-02-03,Harbour Drive,Downtown,2.0,1.75,Credit Card,SUV,3.5
1829,2025-02-03,Water Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1830,2025-02-03,Prescott Street,Downtown,3.0,1.75,Mobile App,Car,5.25
1831,2025-02-03,Harbour Drive,Downtown,2.0,1.75,Debit Card,Car,3.5
1832,2025-02-03,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Car,2.5
1833,2025-02-03,Water Street,Downtown,0.5,1.75,Credit Card,Car,0.88
1834,2025-02-03,Prescott Street,Downtown,3.0,1.75,Mobile App,SUV,5.25
1835,2025-02-03,Elizabeth Avenue,University Area,1.0,1.25,Credit Card,Van,1.25
1836,2025-02-03,Water Street,Downtown,1.5,1.75,Debit Card,Car,2.62
1837,2025-02-03,Prescott Street,Downtown,2.0,1.75,Coin,Car,3.5
1838,2025-02-03,Prescott Street,Downtown,1.5,1.75,Credit Card,Car,2.62
1839,2025-02-03,Prescott Street,Downtown,2.0,1.75,Credit Card,Car,3.5
1840,2025-02-03,Prescott Street,Downtown,1.0,1.75,Credit Card,Truck,1.75
1841,2025-02-03,Prescott Street,Downtown,0.5,1.75,Mobile App,Car,0.88
1842,2025-02-04,Duckworth Street,Downtown,0.5,1.75,Credit Card,SUV,0.88
1843,2025-02-04,Duckworth Street,Downtown,2.0,1.75,Credit Card,Car,3.5
1844,2025-02-04,Duckworth Street,Downtown,2.5,1.75,Mobile App,Car,4.38
1845,2025-02-04,Churchill Square,Churchill Square,2.0,1.0,Mobile App,Car,2.0
1846,2025-02-04,Harbour Drive,Downtown,1.5,1.75,Mobile App,Car,2.62
1847,2025-02-04,Water Street,Downtown,1.0,1.75,Debit Card,Car,1.75
1848,2025-02-04,Prescott Street,Downtown,1.0,1.75,Debit Card,SUV,1.75
1849,2025-02-04,Harbour Drive,Downtown,1.5,1.75,Credit Card,Car,2.62
1850,2025-02-04,Prescott Street,Downtown,2.5,1.75,Credit Card,SUV,4.38
1851,2025-02-04,Harbour Drive,Downtown,3.0,1.75,Mobile App,Truck,5.25
1852,2025-02-04,Elizabeth Avenue,University Area,2.0,1.25,Credit Card,Car,2.5
1853,2025-02-04,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,Car,1.88
1854,2025-02-04,Prescott Street,Downtown,1.0,1.75,Mobile App,SUV,1.75
1855,2025-02-04,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Car,2.5
1856,2025-02-04,Churchill Square,Churchill Square,0.5,1.0,Mobile App,SUV,0.5
1857,2025-02-04,Harbour Drive,Downtown,2.0,1.75,Credit Card,Car,3.5
1858,2025-02-04,Churchill Square,Churchill Square,0.5,1.0,Coin,Car,0.5
1859,2025-02-04,Duckworth Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1860,2025-02-05,Water Street,Downtown,2.5,1.75,Mobile App,Truck,4.38
1861,2025-02-05,Churchill Square,Churchill Square,1.0,1.0,Mobile App,Car,1.0
1862,2025-02-05,Water Street,Downtown,1.0,1.75,Debit Card,Car,1.75
1863,2025-02-05,Churchill Square,Churchill Square,1.5,1.0,Mobile App,Truck,1.5
1864,2025-02-05,Duckworth Street,Downtown,2.5,1.75,Mobile App,Car,4.38
1865,2025-02-05,Elizabeth Avenue,University Area,1.5,1.25,Credit Card,Car,1.88
1866,2025-02-05,Churchill Square,Churchill Square,1.5,1.0,Credit Card,Car,1.5
1867,2025-02-05,Churchill Square,Churchill Square,1.0,1.0,Mobile App,SUV,1.0
1868,2025-02-05,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,SUV,2.5
1869,2025-02-05,Elizabeth Avenue,University Area,0.5,1.25,Mobile App,Truck,0.62
1870,2025-02-05,Elizabeth Avenue,University Area,1.0,1.25,Credit Card,SUV,1.25
1871,2025-02-05,Duckworth Street,Downtown,1.5,1.75,Credit Card,Car,2.62
1872,2025-02-05,Elizabeth Avenue,University Area,1.0,1.25,Mobile App,SUV,1.25
1873,2025-02-05,Harbour Drive,Downtown,1.5,1.75,Mobile App,Car,2.62
1874,2025-02-05,Harbour Drive,Downtown,2.0,1.75,Mobile App,SUV,3.5
1875,2025-02-05,Churchill Square,Churchill Square,1.5,1.0,Mobile App,Truck,1.5
1876,2025-02-05,Duckworth Street,Downtown,0.5,1.75,Coin,SUV,0.88
1877,2025-02-05,Churchill Square,Churchill Square,0.5,1.0,Mobile App,Car,0.5
1878,2025-02-05,Duckworth Street,Downtown,1.5,1.75,Mobile App,SUV,2.62
1879,2025-02-05,Harbour Drive,Downtown,1.0,1.75,Credit Card,Car,1.75
1880,2025-02-05,Water Street,Downtown,2.0,1.75,Debit Card,SUV,3.5
1881,2025-02-05,Harbour Drive,Downtown,1.5,1.75,Credit Card,SUV,2.62
1882,2025-02-05,Prescott Street,Downtown,2.5,1.75,Debit Card,SUV,4.38
1883,2025-02-05,Water Street,Downtown,1.5,1.75,Debit Card,Car,2.62
1884,2025-02-05,Prescott Street,Downtown,1.0,1.75,Debit Card,Car,1.75
1885,2025-02-05,Harbour Drive,Downtown,2.5,1.75,Mobile App,Car,4.38
1886,2025-02-05,Harbour Drive,Downtown,0.5,1.75,Mobile App,Truck,0.88
1887,2025-02-05,Harbour Drive,Downtown,1.0,1.75,Mobile App,Car,1.75
1888,2025-02-06,Water Street,Downtown,2.0,1.75,Debit Card,SUV,3.5
1889,2025-02-06,Water Street,Downtown,0.5,1.75,Mobile App,Truck,0.88
1890,2025-02-06,Prescott Street,Downtown,3.0,1.75,Credit Card,Car,5.25
1891,2025-02-06,Harbour Drive,Downtown,0.5,1.75,Credit Card,SUV,0.88
1892,2025-02-06,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,Car,1.88
1893,2025-02-06,Harbour Drive,Downtown,3.0,1.75,Mobile App,Truck,5.25
1894,2025-02-06,Water Street,Downtown,1.5,1.75,Credit Card,Car,2.62
1895,2025-02-06,Water Street,Downtown,2.0,1.75,Mobile App,SUV,3.5
1896,2025-02-06,Churchill Square,Churchill Square,1.0,1.0,Credit Card,SUV,1.0
1897,2025-02-06,Harbour Drive,Downtown,2.0,1.75,Credit Card,SUV,3.5
1898,2025-02-06,Prescott Street,Downtown,1.0,1.75,Debit Card,SUV,1.75
1899,2025-02-06,Water Street,Downtown,1.0,1.75,Credit Card,Car,1.75
1900,2025-02-06,Duckworth Street,Downtown,2.5,1.75,Credit Card,SUV,4.38
1901,2025-02-06,Duckworth Street,Downtown,1.0,1.75,Mobile App,SUV,1.75
1902,2025-02-06,Harbour Drive,Downtown,1.0,1.75,Credit Card,Truck,1.75
1903,2025-02-06,Elizabeth Avenue,University Area,2.5,1.25,Credit Card,Car,3.12
1904,2025-02-06,Water Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1905,2025-02-06,Duckworth Street,Downtown,3.0,1.75,Mobile App,SUV,5.25
1906,2025-02-07,Harbour Drive,Downtown,3.0,1.75,Credit Card,Car,5.25
1907,2025-02-07,Churchill Square,Churchill Square,2.5,1.0,Credit Card,Car,2.5
1908,2025-02-07,Harbour Drive,Downtown,2.0,1.75,Mobile App,SUV,3.5
1909,2025-02-07,Prescott Street,Downtown,1.5,1.75,Coin,SUV,2.62
1910,2025-02-07,Duckworth Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1911,2025-02-07,Water Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1912,2025-02-07,Harbour Drive,Downtown,2.5,1.75,Credit Card,Truck,4.38
1913,2025-02-07,Elizabeth Avenue,University Area,1.5,1.25,Mobile App,Car,1.88
1914,2025-02-07,Churchill Square,Churchill Square,1.5,1.0,Credit Card,Car,1.5
1915,2025-02-07,Harbour Drive,Downtown,2.0,1.75,Credit Card,Van,3.5
1916,2025-02-07,Harbour Drive,Downtown,3.0,1.75,Mobile App,SUV,5.25
1917,2025-02-07,Churchill Square,Churchill Square,2.5,1.0,Coin,Car,2.5
1918,2025-02-07,Churchill Square,Churchill Square,1.0,1.0,Coin,Truck,1.0
1919,2025-02-07,Churchill Square,Churchill Square,2.0,1.0,Credit Card,Car,2.0
1920,2025-02-07,Churchill Square,Churchill Square,1.0,1.0,Mobile App,SUV,1.0
1921,2025-02-07,Duckworth Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1922,2025-02-07,Harbour Drive,Downtown,0.5,1.75,Coin,Car,0.88
1923,2025-02-07,Churchill Square,Churchill Square,2.0,1.0,Credit Card,Van,2.0
1924,2025-02-07,Harbour Drive,Downtown,1.5,1.75,Credit Card,Car,2.62
1925,2025-02-07,Prescott Street,Downtown,1.5,1.75,Debit Card,Car,2.62
1926,2025-02-07,Duckworth Street,Downtown,1.0,1.75,Credit Card,Car,1.75
1927,2025-02-07,Harbour Drive,Downtown,1.5,1.75,Credit Card,Truck,2.62
1928,2025-02-07,Duckworth Street,Downtown,2.0,1.75,Credit Card,Car,3.5
1929,2025-02-07,Harbour Drive,Downtown,2.5,1.75,Mobile App,Truck,4.38
1930,2025-02-07,Harbour Drive,Downtown,1.0,1.75,Credit Card,SUV,1.75
1931,2025-02-07,Water Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1932,2025-02-07,Prescott Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1933,2025-02-07,Duckworth Street,Downtown,2.0,1.75,Debit Card,Car,3.5
1934,2025-02-07,Prescott Street,Downtown,2.0,1.75,Mobile App,Car,3.5
1935,2025-02-07,Prescott Street,Downtown,1.5,1.75,Credit Card,Truck,2.62
1936,2025-02-07,Prescott Street,Downtown,1.5,1.75,Mobile App,Car,2.62
1937,2025-02-07,Churchill Square,Churchill Square,2.5,1.0,Credit Card,Car,2.5
1938,2025-02-07,Harbour Drive,Downtown,2.0,1.75,Mobile App,Car,3.5
1939,2025-02-07,Churchill Square,Churchill Square,1.5,1.0,Mobile App,SUV,1.5
1940,2025-02-08,Elizabeth Avenue,University Area,2.0,1.25,Mobile App,Truck,2.5
1941,2025-02-08,Harbour Drive,Downtown,2.0,1.75,Mobile App,Truck,3.5
1942,2025-02-08,Harbour Drive,Downtown,1.0,1.75,Mobile App,SUV,1.75
1943,2025-02-08,Water Street,Downtown,1.5,1.75,Debit Card,Car,2.62
1944,2025-02-08,Prescott Street,Downtown,1.0,1.75,Mobile App,Car,1.75
1945,2025-02-08,Water Street,Downtown,2.5,1.75,Coin,Car,4.38
1946,2025-02-08,Harbour Drive,Downtown,2.0,1.75,Mobile App,Car,3.5
1947,2025-02-08,Harbour Drive,Downtown,1.5,1.75,Mobile App,Car,2.62
1948,2025-02-08,Prescott Street,Downtown,1.5,1.75,Credit Card,Van,2.62
